customer_id,age,age_group,region,segment,channel,campaign_group,offer_type,prior_purchases,contacted,opened,clicked,converted,revenue
12041,43,41-50,Central,Dormant,Web,B,Discount,2,1,1,0,0,0.0
12042,68,61-69,West,New,Email,A,Cashback,2,1,0,0,0,0.0
12043,46,41-50,South,Active,Web,B,Discount,4,1,0,0,0,0.0
12044,64,61-69,North,Active,Email,B,Cashback,2,1,0,0,0,0.0
12045,56,51-60,West,New,SMS,B,Cashback,2,1,0,0,0,0.0
12046,27,21-30,North,New,Web,B,Cashback,1,1,1,0,0,0.0
12047,52,51-60,North,Dormant,SMS,B,Loyalty-Points,4,1,1,1,0,0.0
12048,64,61-69,East,Active,Email,B,Bundle,1,1,1,0,0,0.0
12049,27,21-30,Central,Active,Web,A,Cashback,3,1,0,0,0,0.0
12050,62,61-69,North,Active,Web,B,Bundle,0,1,0,0,0,0.0
12051,26,21-30,East,New,Email,A,Loyalty-Points,3,1,1,1,0,0.0
12052,63,61-69,East,Active,SMS,B,Bundle,1,1,1,0,0,0.0
12053,59,51-60,South,New,SMS,B,Bundle,2,1,1,1,0,0.0
12054,28,21-30,East,Active,SMS,B,Bundle,1,1,0,0,0,0.0
12055,56,51-60,West,New,Email,A,Loyalty-Points,1,1,0,0,0,0.0
12056,26,21-30,North,Active,Push,B,Discount,3,1,0,0,0,0.0
12057,48,41-50,Central,New,Email,A,Discount,3,1,1,1,0,0.0
12058,66,61-69,South,New,Email,A,Bundle,3,1,1,0,0,0.0
12059,31,31-40,South,Dormant,SMS,B,Loyalty-Points,8,1,1,0,0,0.0
12060,29,21-30,North,Active,Email,A,Loyalty-Points,2,1,0,0,0,0.0
12061,41,41-50,East,Dormant,Email,A,Cashback,3,1,0,0,0,0.0
12062,39,31-40,East,Dormant,Web,A,Loyalty-Points,3,1,0,0,0,0.0
12063,23,21-30,North,Active,Email,B,Bundle,2,1,0,0,0,0.0
12064,43,41-50,South,Active,SMS,A,Cashback,3,1,1,0,0,0.0
12065,33,31-40,West,High-Value,Web,B,Bundle,1,1,1,0,0,0.0
12066,27,21-30,West,Active,Web,B,Discount,0,1,0,0,0,0.0
12067,34,31-40,South,New,Push,A,Discount,2,1,0,0,0,0.0
12068,22,21-30,West,New,SMS,B,Discount,2,1,0,0,0,0.0
12069,65,61-69,West,High-Value,Email,B,Discount,1,1,1,0,0,0.0
12070,69,61-69,South,New,Email,B,Discount,9,1,0,0,0,0.0
12071,39,31-40,North,High-Value,Email,B,Loyalty-Points,3,1,1,0,0,0.0
12072,63,61-69,North,Active,Email,A,Cashback,3,1,1,0,0,0.0
12073,43,41-50,Central,Active,Email,A,Bundle,2,1,1,0,0,0.0
12074,65,61-69,South,Active,Push,A,Discount,2,1,0,0,0,0.0
12075,29,21-30,Central,Active,Web,A,Cashback,2,1,1,0,0,0.0
12076,34,31-40,South,Active,SMS,B,Cashback,4,1,1,1,1,2953.0
12077,57,51-60,West,Dormant,SMS,A,Discount,2,1,1,0,0,0.0
12078,31,31-40,South,Dormant,SMS,A,Bundle,2,1,1,0,0,0.0
12079,61,61-69,West,Active,Email,B,Bundle,2,1,0,0,0,0.0
12080,41,41-50,Central,Active,Web,B,Cashback,1,1,0,0,0,0.0
12081,40,31-40,West,Active,Email,B,Cashback,2,1,0,0,0,0.0
12082,43,41-50,North,Active,SMS,A,Cashback,2,1,1,0,0,0.0
12083,60,51-60,East,Dormant,Email,B,Bundle,2,1,0,0,0,0.0
12084,21,21-30,South,New,Push,B,Cashback,4,1,1,0,0,0.0
12085,57,51-60,South,High-Value,SMS,A,Discount,2,1,1,1,1,4879.0
12086,59,51-60,Central,Active,Email,A,Bundle,2,1,1,1,0,0.0
12087,61,61-69,Central,Active,Push,B,Cashback,1,1,0,0,0,0.0
12088,69,61-69,Central,Active,Push,A,Bundle,2,1,1,0,0,0.0
12089,59,51-60,Central,Active,SMS,B,Bundle,0,1,0,0,0,0.0
12090,46,41-50,East,New,SMS,B,Loyalty-Points,4,1,1,0,0,0.0
12091,43,41-50,East,Active,Email,B,Discount,4,1,1,0,0,0.0
12092,40,31-40,East,Active,Email,B,Loyalty-Points,3,1,1,0,0,0.0
12093,61,61-69,West,New,SMS,A,Bundle,2,1,0,0,0,0.0
12094,40,31-40,North,New,Email,A,Bundle,2,1,0,0,0,0.0
12095,49,41-50,Central,Dormant,Email,B,Cashback,1,1,1,1,0,0.0
12096,25,21-30,Central,Dormant,SMS,A,Cashback,1,1,1,0,0,0.0
12097,36,31-40,Central,Active,Push,B,Cashback,3,1,0,0,0,0.0
12098,34,31-40,East,New,Email,A,Discount,1,1,0,0,0,0.0
12099,42,41-50,East,Active,Web,A,Discount,2,1,0,0,0,0.0
12100,45,41-50,East,High-Value,Push,A,Loyalty-Points,2,1,0,0,0,0.0
12101,56,51-60,West,Dormant,SMS,B,Discount,1,1,0,0,0,0.0
12102,42,41-50,South,Dormant,Push,B,Bundle,4,1,1,1,0,0.0
12103,28,21-30,West,Dormant,Email,B,Bundle,3,1,1,0,0,0.0
12104,47,41-50,East,Dormant,SMS,A,Discount,4,1,1,1,0,0.0
12105,23,21-30,South,New,SMS,A,Discount,3,1,0,0,0,0.0
12106,62,61-69,West,Active,Email,B,Bundle,1,1,1,0,0,0.0
12107,58,51-60,South,Dormant,Push,A,Loyalty-Points,1,1,0,0,0,0.0
12108,32,31-40,North,New,SMS,B,Discount,0,1,0,0,0,0.0
12109,33,31-40,East,New,SMS,A,Bundle,3,1,0,0,0,0.0
12110,22,21-30,East,Dormant,Email,A,Cashback,0,1,0,0,0,0.0
12111,38,31-40,South,Dormant,Web,B,Loyalty-Points,4,1,0,0,0,0.0
12112,22,21-30,North,New,Email,A,Loyalty-Points,3,1,0,0,0,0.0
12113,66,61-69,East,Active,Email,A,Loyalty-Points,1,1,0,0,0,0.0
12114,27,21-30,West,New,Email,A,Discount,2,1,0,0,0,0.0
12115,53,51-60,Central,New,Web,A,Bundle,1,1,1,1,0,0.0
12116,48,41-50,South,New,Email,A,Loyalty-Points,4,1,0,0,0,0.0
12117,32,31-40,East,Dormant,SMS,A,Loyalty-Points,4,1,1,0,0,0.0
12118,60,51-60,Central,Active,Web,B,Discount,5,1,0,0,0,0.0
12119,26,21-30,South,Dormant,Email,B,Discount,2,1,1,0,0,0.0
12120,64,61-69,East,New,SMS,A,Loyalty-Points,2,1,1,0,0,0.0
12121,57,51-60,West,New,SMS,A,Cashback,2,1,1,0,0,0.0
12122,52,51-60,East,New,Email,B,Cashback,8,1,0,0,0,0.0
12123,64,61-69,Central,Dormant,Email,B,Discount,4,1,1,0,0,0.0
12124,40,31-40,South,High-Value,Email,B,Cashback,2,1,1,0,0,0.0
12125,34,31-40,East,Active,Email,B,Discount,2,1,0,0,0,0.0
12126,28,21-30,East,Active,Web,A,Loyalty-Points,1,1,0,0,0,0.0
12127,66,61-69,West,New,Email,A,Loyalty-Points,5,1,0,0,0,0.0
12128,40,31-40,South,New,Email,A,Bundle,4,1,1,0,0,0.0
12129,61,61-69,South,New,Web,A,Bundle,0,1,1,0,0,0.0
12130,37,31-40,South,New,Web,B,Bundle,6,1,1,0,0,0.0
12131,67,61-69,South,Dormant,SMS,B,Discount,5,1,1,0,0,0.0
12132,63,61-69,North,Active,Email,A,Bundle,1,1,1,0,0,0.0
12133,36,31-40,Central,Dormant,Push,A,Discount,1,1,0,0,0,0.0
12134,44,41-50,South,Dormant,Email,A,Loyalty-Points,4,1,1,1,0,0.0
12135,59,51-60,South,Dormant,SMS,A,Loyalty-Points,1,1,0,0,0,0.0
12136,32,31-40,Central,Active,Email,B,Loyalty-Points,3,1,0,0,0,0.0
12137,22,21-30,West,New,Web,A,Loyalty-Points,4,1,0,0,0,0.0
12138,35,31-40,South,New,Push,B,Cashback,4,1,0,0,0,0.0
12139,49,41-50,South,New,Web,A,Loyalty-Points,4,1,0,0,0,0.0
12140,27,21-30,Central,New,Web,A,Loyalty-Points,2,1,0,0,0,0.0
12141,37,31-40,South,New,Push,B,Bundle,2,1,1,0,0,0.0
12142,66,61-69,Central,Active,Email,B,Discount,1,1,0,0,0,0.0
12143,24,21-30,West,Active,SMS,B,Discount,1,1,0,0,0,0.0
12144,23,21-30,West,Active,Web,B,Cashback,1,1,1,0,0,0.0
12145,41,41-50,East,Active,Email,A,Bundle,4,1,1,0,0,0.0
12146,21,21-30,North,New,Email,A,Loyalty-Points,3,1,1,0,0,0.0
12147,22,21-30,Central,New,Push,A,Bundle,2,1,1,0,0,0.0
12148,29,21-30,East,Active,SMS,A,Loyalty-Points,1,1,1,0,0,0.0
12149,26,21-30,North,Dormant,SMS,B,Discount,0,1,1,0,0,0.0
12150,60,51-60,Central,Dormant,Email,B,Loyalty-Points,4,1,1,0,0,0.0
12151,27,21-30,South,High-Value,Push,A,Bundle,3,1,0,0,0,0.0
12152,46,41-50,South,Active,Email,A,Discount,4,1,1,0,0,0.0
12153,55,51-60,West,Dormant,Web,B,Discount,2,1,0,0,0,0.0
12154,51,51-60,South,Dormant,SMS,A,Bundle,1,1,0,0,0,0.0
12155,53,51-60,North,High-Value,Push,B,Bundle,4,1,0,0,0,0.0
12156,38,31-40,South,New,Email,A,Bundle,1,1,0,0,0,0.0
12157,64,61-69,West,Dormant,SMS,A,Discount,2,1,1,1,0,0.0
12158,24,21-30,East,Active,Web,B,Loyalty-Points,0,1,0,0,0,0.0
12159,26,21-30,West,Active,Email,A,Bundle,1,1,0,0,0,0.0
12160,62,61-69,North,Active,Push,B,Cashback,1,1,1,0,0,0.0
12161,24,21-30,South,Active,Email,B,Cashback,3,1,1,0,0,0.0
12162,30,21-30,South,Dormant,Email,B,Loyalty-Points,1,1,1,1,0,0.0
12163,29,21-30,North,High-Value,Web,A,Loyalty-Points,2,1,0,0,0,0.0
12164,22,21-30,West,Active,Email,A,Bundle,1,1,0,0,0,0.0
12165,26,21-30,South,New,Email,A,Discount,3,1,0,0,0,0.0
12166,49,41-50,East,Active,Push,B,Discount,3,1,1,0,0,0.0
12167,53,51-60,Central,Active,Email,A,Loyalty-Points,3,1,1,1,0,0.0
12168,25,21-30,South,Active,SMS,B,Cashback,0,1,1,0,0,0.0
12169,67,61-69,North,New,Email,A,Discount,0,1,0,0,0,0.0
12170,25,21-30,Central,Active,Web,A,Bundle,3,1,0,0,0,0.0
12171,54,51-60,South,Active,Web,B,Loyalty-Points,2,1,0,0,0,0.0
12172,60,51-60,South,New,SMS,B,Cashback,3,1,1,1,0,0.0
12173,46,41-50,West,New,SMS,B,Cashback,1,1,1,0,0,0.0
12174,45,41-50,North,New,Push,A,Cashback,3,1,0,0,0,0.0
12175,26,21-30,South,Dormant,Push,A,Discount,3,1,0,0,0,0.0
12176,32,31-40,North,Active,Email,A,Discount,4,1,1,0,0,0.0
12177,62,61-69,Central,Active,Email,B,Discount,2,1,0,0,0,0.0
12178,38,31-40,South,New,Push,A,Bundle,1,1,1,0,0,0.0
12179,22,21-30,East,Dormant,SMS,A,Cashback,0,1,1,0,0,0.0
12180,56,51-60,East,New,Email,B,Bundle,1,1,1,1,0,0.0
12181,54,51-60,East,Active,Email,A,Cashback,0,1,1,1,0,0.0
12182,24,21-30,North,Active,Push,A,Loyalty-Points,1,1,1,0,0,0.0
12183,23,21-30,South,New,SMS,B,Discount,3,1,1,1,0,0.0
12184,26,21-30,Central,Dormant,Web,A,Discount,1,1,0,0,0,0.0
12185,23,21-30,East,Dormant,Email,A,Loyalty-Points,0,1,1,0,0,0.0
12186,51,51-60,Central,Active,SMS,B,Discount,1,1,1,0,0,0.0
12187,27,21-30,East,Active,Email,A,Discount,3,1,0,0,0,0.0
12188,50,41-50,South,New,Email,A,Cashback,2,1,0,0,0,0.0
12189,29,21-30,South,Dormant,Web,B,Loyalty-Points,2,1,0,0,0,0.0
12190,68,61-69,West,Active,Email,B,Discount,2,1,0,0,0,0.0
12191,56,51-60,South,Dormant,Email,A,Bundle,3,1,1,1,0,0.0
12192,39,31-40,East,Dormant,Email,B,Cashback,5,1,1,1,0,0.0
12193,42,41-50,Central,Active,Push,A,Loyalty-Points,3,1,0,0,0,0.0
12194,24,21-30,Central,New,Email,A,Cashback,3,1,1,0,0,0.0
12195,23,21-30,South,Active,Email,A,Discount,2,1,1,0,0,0.0
12196,47,41-50,South,Active,SMS,A,Bundle,2,1,0,0,0,0.0
12197,22,21-30,West,High-Value,SMS,A,Bundle,1,1,0,0,0,0.0
12198,52,51-60,West,Active,Web,A,Bundle,3,1,1,0,0,0.0
12199,39,31-40,West,Active,Email,A,Discount,4,1,0,0,0,0.0
12200,27,21-30,North,New,Web,B,Loyalty-Points,1,1,1,1,0,0.0
12201,47,41-50,East,Active,SMS,A,Bundle,1,1,1,1,0,0.0
12202,48,41-50,North,Active,Email,B,Bundle,3,1,1,0,0,0.0
12203,57,51-60,Central,High-Value,Push,A,Discount,3,1,1,0,0,0.0
12204,30,21-30,Central,Active,Email,A,Loyalty-Points,0,1,1,0,0,0.0
12205,47,41-50,West,New,Web,B,Cashback,3,1,0,0,0,0.0
12206,62,61-69,South,High-Value,Email,B,Cashback,1,1,1,0,0,0.0
12207,34,31-40,West,New,Email,A,Cashback,2,1,0,0,0,0.0
12208,61,61-69,East,Active,SMS,B,Loyalty-Points,1,1,0,0,0,0.0
12209,56,51-60,West,Dormant,Email,B,Cashback,3,1,0,0,0,0.0
12210,42,41-50,South,Active,SMS,A,Bundle,2,1,1,0,0,0.0
12211,64,61-69,East,High-Value,Email,A,Discount,4,1,0,0,0,0.0
12212,68,61-69,Central,Dormant,Email,B,Cashback,1,1,1,1,1,1995.0
12213,32,31-40,North,New,SMS,B,Loyalty-Points,1,1,0,0,0,0.0
12214,69,61-69,South,Active,SMS,B,Cashback,1,1,1,0,0,0.0
12215,21,21-30,South,Dormant,Web,B,Loyalty-Points,1,1,1,0,0,0.0
12216,27,21-30,North,Active,SMS,A,Bundle,2,1,1,0,0,0.0
12217,23,21-30,South,High-Value,SMS,A,Discount,5,1,0,0,0,0.0
12218,39,31-40,West,Dormant,Web,A,Discount,0,1,1,0,0,0.0
12219,66,61-69,North,Active,Email,A,Loyalty-Points,3,1,1,0,0,0.0
12220,50,41-50,South,New,Web,B,Bundle,2,1,1,0,0,0.0
12221,51,51-60,Central,New,Email,B,Cashback,3,1,1,0,0,0.0
12222,25,21-30,South,New,Push,B,Loyalty-Points,1,1,1,0,0,0.0
12223,46,41-50,South,Active,SMS,A,Cashback,4,1,1,0,0,0.0
12224,39,31-40,West,Active,Web,B,Discount,5,1,0,0,0,0.0
12225,44,41-50,West,New,Email,A,Bundle,5,1,1,0,0,0.0
12226,33,31-40,Central,Active,Web,A,Bundle,3,1,1,0,0,0.0
12227,30,21-30,North,New,Web,B,Bundle,0,1,0,0,0,0.0
12228,67,61-69,West,High-Value,Email,B,Bundle,2,1,1,1,0,0.0
12229,48,41-50,West,Dormant,SMS,A,Loyalty-Points,5,1,0,0,0,0.0
12230,41,41-50,North,New,Email,A,Loyalty-Points,2,1,0,0,0,0.0
12231,24,21-30,Central,New,SMS,A,Bundle,3,1,1,0,0,0.0
12232,58,51-60,South,High-Value,Web,B,Loyalty-Points,1,1,0,0,0,0.0
12233,44,41-50,East,New,SMS,A,Bundle,1,1,1,0,0,0.0
12234,39,31-40,West,Dormant,Push,A,Loyalty-Points,4,1,0,0,0,0.0
12235,53,51-60,East,New,Web,A,Discount,2,1,0,0,0,0.0
12236,27,21-30,South,Active,SMS,B,Loyalty-Points,0,1,1,1,0,0.0
12237,47,41-50,South,Active,Email,A,Bundle,5,1,1,1,0,0.0
12238,63,61-69,West,Active,SMS,B,Discount,3,1,1,0,0,0.0
12239,43,41-50,North,Dormant,Web,B,Loyalty-Points,5,1,1,1,0,0.0
12240,21,21-30,East,High-Value,Push,A,Cashback,0,1,0,0,0,0.0
12241,32,31-40,West,Active,Email,B,Cashback,2,1,1,0,0,0.0
12242,23,21-30,Central,Active,Web,A,Loyalty-Points,3,1,1,0,0,0.0
12243,45,41-50,Central,Dormant,Web,A,Loyalty-Points,3,1,0,0,0,0.0
12244,38,31-40,South,Dormant,Email,A,Cashback,4,1,0,0,0,0.0
12245,27,21-30,North,New,Email,A,Loyalty-Points,1,1,0,0,0,0.0
12246,54,51-60,Central,Active,Email,A,Bundle,5,1,1,1,0,0.0
12247,29,21-30,East,Active,Web,A,Loyalty-Points,2,1,0,0,0,0.0
12248,37,31-40,East,Active,SMS,A,Cashback,5,1,1,0,0,0.0
12249,69,61-69,Central,Dormant,Email,B,Cashback,2,1,1,0,0,0.0
12250,24,21-30,West,Dormant,Email,A,Cashback,3,1,0,0,0,0.0
12251,33,31-40,East,Dormant,SMS,B,Discount,2,1,1,0,0,0.0
12252,36,31-40,North,Active,Web,B,Cashback,3,1,0,0,0,0.0
12253,45,41-50,North,Dormant,SMS,B,Cashback,5,1,1,0,0,0.0
12254,33,31-40,East,New,Web,B,Cashback,1,1,0,0,0,0.0
12255,68,61-69,North,New,Push,A,Cashback,3,1,0,0,0,0.0
12256,21,21-30,South,Active,Push,A,Discount,2,1,0,0,0,0.0
12257,67,61-69,West,Active,Email,B,Loyalty-Points,2,1,1,0,0,0.0
12258,47,41-50,North,Dormant,Email,A,Bundle,1,1,1,0,0,0.0
12259,22,21-30,Central,Dormant,Push,A,Discount,1,1,0,0,0,0.0
12260,26,21-30,East,Active,Email,B,Bundle,5,1,1,0,0,0.0
12261,26,21-30,Central,New,SMS,B,Loyalty-Points,0,1,0,0,0,0.0
12262,35,31-40,North,New,SMS,B,Cashback,1,1,1,0,0,0.0
12263,37,31-40,East,Active,Push,B,Bundle,5,1,0,0,0,0.0
12264,52,51-60,Central,Active,SMS,B,Cashback,1,1,0,0,0,0.0
12265,36,31-40,West,High-Value,Email,A,Loyalty-Points,4,1,1,0,0,0.0
12266,56,51-60,Central,New,Push,B,Cashback,3,1,0,0,0,0.0
12267,35,31-40,West,Dormant,Push,A,Loyalty-Points,3,1,0,0,0,0.0
12268,33,31-40,West,Dormant,Email,A,Loyalty-Points,1,1,0,0,0,0.0
12269,34,31-40,South,Active,SMS,A,Bundle,3,1,1,0,0,0.0
12270,37,31-40,East,New,Email,A,Discount,2,1,0,0,0,0.0
12271,62,61-69,North,New,Email,B,Cashback,0,1,1,0,0,0.0
12272,33,31-40,South,Active,Email,B,Bundle,3,1,1,0,0,0.0
12273,34,31-40,North,Dormant,Push,A,Cashback,6,1,0,0,0,0.0
12274,67,61-69,South,Active,SMS,B,Discount,1,1,0,0,0,0.0
12275,53,51-60,West,Dormant,SMS,B,Cashback,2,1,1,0,0,0.0
12276,30,21-30,South,Active,Email,A,Loyalty-Points,2,1,0,0,0,0.0
12277,63,61-69,East,New,Email,A,Loyalty-Points,3,1,0,0,0,0.0
12278,29,21-30,East,New,Email,A,Cashback,1,1,0,0,0,0.0
12279,28,21-30,North,Dormant,Email,B,Loyalty-Points,4,1,1,0,0,0.0
12280,42,41-50,Central,Active,Web,B,Loyalty-Points,0,1,0,0,0,0.0
12281,54,51-60,West,Dormant,Email,B,Cashback,2,1,1,0,0,0.0
12282,30,21-30,North,Active,Email,B,Discount,4,1,1,0,0,0.0
12283,57,51-60,North,New,Email,A,Loyalty-Points,2,1,0,0,0,0.0
12284,28,21-30,North,Active,Push,A,Loyalty-Points,1,1,0,0,0,0.0
12285,59,51-60,South,Active,Email,B,Discount,2,1,0,0,0,0.0
12286,25,21-30,North,Dormant,Email,B,Discount,2,1,1,0,0,0.0
12287,43,41-50,North,New,SMS,B,Bundle,2,1,1,0,0,0.0
12288,52,51-60,East,New,SMS,A,Cashback,2,1,1,0,0,0.0
12289,34,31-40,East,Active,Email,B,Loyalty-Points,0,1,0,0,0,0.0
12290,50,41-50,North,Active,Web,B,Bundle,0,1,1,0,0,0.0
12291,54,51-60,East,New,SMS,B,Discount,0,1,1,0,0,0.0
12292,52,51-60,East,Active,Email,B,Loyalty-Points,1,1,1,0,0,0.0
12293,40,31-40,South,Active,Email,B,Bundle,3,1,1,1,0,0.0
12294,58,51-60,North,Active,Push,B,Bundle,5,1,1,1,0,0.0
12295,56,51-60,West,New,Email,A,Discount,1,1,0,0,0,0.0
12296,36,31-40,North,High-Value,Push,B,Loyalty-Points,1,1,0,0,0,0.0
12297,56,51-60,South,New,SMS,B,Discount,4,1,1,0,0,0.0
12298,66,61-69,West,New,Email,B,Cashback,2,1,0,0,0,0.0
12299,61,61-69,West,New,Email,B,Cashback,1,1,0,0,0,0.0
12300,56,51-60,Central,New,Email,A,Bundle,2,1,0,0,0,0.0
12301,58,51-60,North,Active,Email,A,Discount,1,1,0,0,0,0.0
12302,60,51-60,North,New,SMS,A,Cashback,5,1,0,0,0,0.0
12303,35,31-40,West,New,Email,A,Bundle,2,1,1,1,0,0.0
12304,56,51-60,South,New,Web,B,Bundle,2,1,1,0,0,0.0
12305,30,21-30,South,New,Email,B,Cashback,1,1,0,0,0,0.0
12306,38,31-40,South,Active,SMS,B,Bundle,4,1,0,0,0,0.0
12307,66,61-69,Central,New,Push,A,Bundle,0,1,1,1,0,0.0
12308,34,31-40,West,Active,Push,A,Loyalty-Points,3,1,1,0,0,0.0
12309,62,61-69,Central,Dormant,Email,A,Cashback,0,1,1,1,0,0.0
12310,41,41-50,East,Active,Web,B,Discount,2,1,0,0,0,0.0
12311,31,31-40,East,New,Web,B,Loyalty-Points,1,1,0,0,0,0.0
12312,25,21-30,East,Active,Email,A,Discount,4,1,1,0,0,0.0
12313,47,41-50,North,New,SMS,A,Bundle,4,1,0,0,0,0.0
12314,43,41-50,East,New,Email,A,Discount,2,1,1,0,0,0.0
12315,46,41-50,South,Active,Email,A,Loyalty-Points,2,1,0,0,0,0.0
12316,23,21-30,Central,New,Push,B,Discount,3,1,0,0,0,0.0
12317,34,31-40,North,New,SMS,B,Loyalty-Points,2,1,1,0,0,0.0
12318,21,21-30,North,New,Web,B,Cashback,2,1,0,0,0,0.0
12319,35,31-40,Central,Active,Email,B,Cashback,4,1,0,0,0,0.0
12320,66,61-69,North,New,SMS,A,Loyalty-Points,2,1,0,0,0,0.0
12321,28,21-30,East,New,Push,A,Discount,1,1,0,0,0,0.0
12322,54,51-60,South,Dormant,Email,A,Cashback,2,1,1,0,0,0.0
12323,21,21-30,South,Active,Web,B,Bundle,3,1,0,0,0,0.0
12324,48,41-50,East,Dormant,SMS,A,Discount,0,1,1,1,0,0.0
12325,66,61-69,West,Active,SMS,B,Loyalty-Points,2,1,0,0,0,0.0
12326,37,31-40,North,Active,Email,A,Cashback,5,1,0,0,0,0.0
12327,30,21-30,West,Dormant,Push,B,Bundle,7,1,0,0,0,0.0
12328,48,41-50,Central,Active,SMS,A,Discount,2,1,0,0,0,0.0
12329,34,31-40,South,Dormant,Email,B,Cashback,3,1,1,0,0,0.0
12330,64,61-69,West,Dormant,Email,B,Discount,3,1,0,0,0,0.0
12331,62,61-69,Central,New,Email,A,Discount,1,1,0,0,0,0.0
12332,52,51-60,Central,Active,Push,A,Discount,6,1,0,0,0,0.0
12333,52,51-60,West,New,Push,A,Bundle,3,1,0,0,0,0.0
12334,50,41-50,Central,Active,SMS,A,Bundle,3,1,0,0,0,0.0
12335,57,51-60,West,Dormant,Push,B,Loyalty-Points,2,1,1,0,0,0.0
12336,43,41-50,East,Active,SMS,B,Loyalty-Points,3,1,1,0,0,0.0
12337,68,61-69,North,Active,Email,B,Discount,4,1,0,0,0,0.0
12338,37,31-40,Central,Active,Email,A,Discount,1,1,1,0,0,0.0
12339,21,21-30,South,Active,Email,B,Bundle,1,1,1,1,1,3968.0
12340,55,51-60,West,Active,Email,A,Cashback,4,1,0,0,0,0.0
12341,53,51-60,West,Active,Web,B,Discount,1,1,0,0,0,0.0
12342,69,61-69,South,Active,Email,B,Cashback,2,1,0,0,0,0.0
12343,40,31-40,West,Dormant,Email,A,Cashback,2,1,0,0,0,0.0
12344,41,41-50,West,Active,Push,B,Discount,4,1,0,0,0,0.0
12345,48,41-50,West,Active,Email,B,Bundle,2,1,0,0,0,0.0
12346,40,31-40,Central,Active,Email,A,Discount,1,1,1,0,0,0.0
12347,59,51-60,South,High-Value,SMS,B,Loyalty-Points,0,1,0,0,0,0.0
12348,41,41-50,West,Dormant,Email,A,Bundle,5,1,0,0,0,0.0
12349,59,51-60,North,Active,Email,A,Bundle,2,1,0,0,0,0.0
12350,41,41-50,West,Dormant,Email,B,Discount,4,1,0,0,0,0.0
12351,32,31-40,North,High-Value,Web,B,Discount,3,1,1,0,0,0.0
12352,69,61-69,South,Active,Email,B,Cashback,2,1,0,0,0,0.0
12353,46,41-50,North,Dormant,Email,B,Loyalty-Points,1,1,0,0,0,0.0
12354,55,51-60,Central,High-Value,Push,A,Loyalty-Points,1,1,1,0,0,0.0
12355,49,41-50,South,New,Email,A,Bundle,3,1,0,0,0,0.0
12356,38,31-40,South,Active,SMS,B,Cashback,1,1,0,0,0,0.0
12357,68,61-69,South,Active,Email,B,Discount,1,1,0,0,0,0.0
12358,39,31-40,West,Active,Web,B,Cashback,2,1,0,0,0,0.0
12359,69,61-69,Central,High-Value,SMS,B,Loyalty-Points,6,1,1,0,0,0.0
12360,42,41-50,West,Active,SMS,A,Loyalty-Points,4,1,0,0,0,0.0
12361,22,21-30,North,Dormant,Push,A,Bundle,1,1,1,0,0,0.0
12362,22,21-30,East,Dormant,Email,A,Loyalty-Points,3,1,1,1,0,0.0
12363,68,61-69,North,Active,Email,A,Bundle,1,1,1,0,0,0.0
12364,46,41-50,North,Active,Email,B,Bundle,1,1,1,0,0,0.0
12365,39,31-40,North,Active,Push,B,Cashback,3,1,1,0,0,0.0
12366,60,51-60,West,New,Email,A,Discount,4,1,0,0,0,0.0
12367,51,51-60,Central,New,Email,B,Bundle,2,1,0,0,0,0.0
12368,53,51-60,South,Active,Push,B,Discount,6,1,0,0,0,0.0
12369,54,51-60,Central,New,Email,A,Cashback,1,1,0,0,0,0.0
12370,30,21-30,South,Active,Web,B,Bundle,0,1,0,0,0,0.0
12371,25,21-30,South,Dormant,SMS,B,Bundle,6,1,0,0,0,0.0
12372,56,51-60,North,New,Email,A,Cashback,0,1,0,0,0,0.0
12373,22,21-30,North,Active,Email,B,Loyalty-Points,4,1,0,0,0,0.0
12374,56,51-60,West,New,Email,B,Bundle,3,1,1,1,1,2634.0
12375,27,21-30,East,Active,Email,B,Discount,2,1,1,1,0,0.0
12376,33,31-40,North,New,SMS,B,Bundle,1,1,1,0,0,0.0
12377,55,51-60,East,New,Push,A,Bundle,2,1,1,1,0,0.0
12378,51,51-60,South,Dormant,Email,B,Cashback,2,1,1,1,0,0.0
12379,59,51-60,South,Active,Email,B,Loyalty-Points,3,1,0,0,0,0.0
12380,50,41-50,Central,New,Email,A,Loyalty-Points,1,1,1,1,1,2553.0
12381,23,21-30,East,New,Email,A,Discount,3,1,1,1,0,0.0
12382,62,61-69,East,Dormant,Email,B,Cashback,1,1,0,0,0,0.0
12383,31,31-40,West,Active,Email,B,Discount,1,1,0,0,0,0.0
12384,27,21-30,Central,High-Value,Push,B,Bundle,0,1,1,0,0,0.0
12385,64,61-69,West,Active,Email,B,Loyalty-Points,2,1,1,1,1,3689.0
12386,30,21-30,East,Active,Email,B,Discount,1,1,0,0,0,0.0
12387,47,41-50,South,Active,Email,A,Loyalty-Points,2,1,1,0,0,0.0
12388,44,41-50,North,Dormant,Web,B,Cashback,2,1,0,0,0,0.0
12389,58,51-60,North,Dormant,SMS,A,Discount,3,1,1,1,0,0.0
12390,23,21-30,West,New,Email,B,Cashback,5,1,0,0,0,0.0
12391,26,21-30,West,Active,Email,B,Loyalty-Points,3,1,0,0,0,0.0
12392,41,41-50,South,New,Email,A,Cashback,1,1,1,1,0,0.0
12393,44,41-50,Central,Dormant,Push,A,Loyalty-Points,0,1,0,0,0,0.0
